,Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Int,Fumbles,FumblesLost
518,Darrynton Evans,TEN,RB,23,1,0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,2.0,11.0,0.0,2.0,0.0,0.0,0.0
519,Blaine Gabbert,TAM,QB,32,6,0,0.0,0.0,67.0,0.0,11.0,-7.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0
520,Tyron Johnson,2TM,WR,25,10,0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0
521,Marcus Kemp,KAN,WR,26,16,0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,2.0,0.0,0.0,0.0
522,Keith Kirkwood,CAR,WR,27,3,0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0
523,Patrick Laird,MIA,RB,26,6,0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,17.0,0.0,2.0,0.0,0.0,0.0
524,Raheem Mostert,SFO,RB,29,1,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
525,Dazz Newsome,CHI,WR,22,3,1,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,2.0,0.0,0.0,0.0
526,Scottie Phillips,HOU,RB,24,3,0,3.0,2.0,0.0,0.0,0.0,13.0,0.0,6.0,9.0,0.0,2.0,0.0,0.0,0.0
527,Adam Prentice,NOR,RB,24,7,3,3.0,3.0,0.0,0.0,0.0,5.0,0.0,3.0,16.0,0.0,2.0,0.0,0.0,0.0
528,Trey Ragas,LVR,RB,25,1,0,2.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0
529,Jaylen Samuels,HOU,RB,25,3,0,4.0,3.0,0.0,0.0,0.0,9.0,0.0,5.0,14.0,0.0,2.0,0.0,0.0,0.0
530,David Sills,NYG,WR,25,4,1,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0
531,Jack Stoll,PHI,TE,23,16,5,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,0.0,0.0
532,Chris Streveler,ARI,QB,26,2,0,0.0,0.0,36.0,0.0,9.0,6.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0
533,Tylan Wallace,BAL,WR,22,17,1,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,2.0,0.0,0.0,0.0
534,Derek Watt,PIT,RB,29,17,4,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,0.0,2.0,0.0,0.0,0.0
535,Mitchell Wilcox,CIN,TE,25,15,1,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0
536,Cam Akers,LAR,RB,22,1,0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,5.0,10.0,0.0,1.0,0.0,0.0,0.0
537,Tarik Black,NYJ,WR,23,1,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0
538,David Blough,DET,QB,26,1,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
539,Miles Boykin,BAL,WR,25,8,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
540,Gary Brightwell,NYG,RB,22,13,0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0
541,Derek Carrier,LVR,TE,31,5,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0
542,Keke Coutee,IND,WR,24,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
543,Damarea Crockett,DEN,RB,24,12,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
544,Frank Darby,ATL,WR,24,10,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0
545,Sam Ehlinger,IND,QB,23,3,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
546,Ryan Fitzpatrick,WAS,QB,39,1,1,0.0,0.0,13.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
547,Jake Funk,LAR,RB,23,10,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
548,Marvin Hall,ATL,WR,28,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0
549,Demetrius Harris,ARI,TE,30,14,4,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0
550,Brycen Hopkins,LAR,TE,24,5,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0
551,Buddy Howell,LAR,RB,25,10,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
552,Andy Isabella,ARI,WR,25,8,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0
553,John Kelly,CLE,RB,25,4,0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
554,Tommylee Lewis,MIA,WR,29,2,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0
555,Hunter Long,MIA,TE,23,7,2,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0
556,Anthony McFarland Jr.,PIT,RB,22,2,0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,11.0,0.0,1.0,0.0,0.0,0.0
557,Kirk Merritt,MIA,WR,24,2,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0
558,Jaydon Mickens,2TM,WR,27,11,0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0
559,Stanley Morgan Jr.,CIN,WR,25,17,1,4.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0
560,Johnny Mundt,LAR,TE,27,6,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0
561,Ryan Nall,CHI,RB,26,9,0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0
562,Jacques Patrick,SFO,RB,24,2,0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
563,Kevin Rader,PIT,TE,26,6,1,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0
564,Richard Rodgers,PHI,TE,29,3,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0
565,Mekhi Sargent,3TM,RB,24,7,0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
566,C.J. Saunders,CAR,WR,25,2,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0
567,Luke Stocker,MIN,TE,33,12,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0
568,Eric Tomlinson,BAL,TE,29,17,7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0
569,Tyrell Williams,DET,WR,29,1,1,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0
570,Easop Winston,NOR,WR,25,3,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
571,Ethan Wolf,NOR,TE,26,2,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0
572,Josh Adams,NYJ,,25,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
573,Rodney Adams,CHI,,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
574,Geronimo Allison,DET,,27,3,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
575,Devin Asiasi,NWE,,24,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
576,Marcell Ateman,LVR,,27,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
577,Tutu Atwell,LAR,,22,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0
578,Alex Bachman,NYG,WR,25,3,0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0
579,Jake Bargas,MIN,,25,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
580,Kenjon Barner,TAM,RB,32,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,0.0,0.0,0.0
581,Andrew Beck,DEN,,25,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
582,Nick Bellore,SEA,RB,32,17,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,0.0,0.0,0.0
583,Kurt Benkert,GNB,QB,26,1,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0
584,Rashod Berry,DET,,25,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
585,Nick Boyle,BAL,TE,28,5,3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0
586,Darius Bradwell,LAC,,24,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
587,John Brown,3TM,,31,4,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
588,Deante Burton,DAL,,27,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
589,Lawrence Cager,CLE,,24,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
590,Stephen Carlson,CLE,,25,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
591,Dan Chisena,MIN,,24,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
592,Tyrie Cleveland,DEN,,24,7,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
593,Matt Cole,CAR,,25,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
594,Nathan Cottrell,JAX,RB,25,4,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0
595,Isaiah Coulter,CHI,,23,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
596,River Cracraft,SFO,,27,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
597,Chase Daniel,LAC,QB,35,1,0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0
598,Darrell Daniels,ARI,TE,27,15,4,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
599,Connor Davis,CLE,,27,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
600,Brandon Dillon,MIN,,24,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
601,Jeff Driskel,HOU,,28,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
602,Trey Edmunds,PIT,,27,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
603,Ben Ellefson,MIN,,25,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
604,Simi Fehoko,DAL,,24,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
605,Maurice Ffrench,LAC,WR,23,3,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0
606,Daurice Fountain,KAN,,26,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
607,Travis Fulgham,DEN,,26,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
608,Antonio Gandy-Golden,WAS,,23,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
609,Cullen Gillaspia,NYG,,26,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
610,Justin Hardee,NYJ,,27,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
611,Clark Harris,CIN,,37,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
612,De'Michael Harris,IND,,23,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
613,Jacob Harris,LAR,,24,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
614,Daniel Helm,LVR,TE,26,9,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0
615,Temarrick Hemingway,WAS,,28,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
616,John Hightower,PHI,,25,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0
617,Brian Hill,SFO,,26,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
618,Kevin Hogan,TEN,,29,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
619,J.P. Holtz,CHI,,28,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
620,Tanner Hudson,SFO,,27,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
621,Ryan Izzo,TEN,,26,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
622,Kerryon Johnson,SFO,,24,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
623,KeeSean Johnson,PHI,,25,0,0,,,,,,,,,,,,,,
624,Taiwan Jones,BUF,,33,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
625,Matt LaCosse,NWE,,29,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
626,Tyler Mabry,SEA,,25,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
627,Jordan Matthews,SFO,,29,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
628,Nate McCrary,BAL,RB,22,1,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0
629,Codey McElroy,TAM,,29,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
630,Kellen Mond,MIN,QB,22,1,0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
631,David Moore,2TM,,26,3,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
632,Jojo Natson,CLE,,27,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
633,Matthew Orzech,LAR,,26,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0
634,Devine Ozigbo,2TM,RB,25,3,0,1.0,1.0,0.0,0.0,0.0,-3.0,0.0,1.0,7.0,0.0,,0.0,0.0,0.0
635,Nathan Peterman,LVR,QB,27,1,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0
636,Artavis Pierce,CHI,,25,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
637,Giovanni Ricci,CAR,,25,16,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
638,Brett Rypien,DEN,QB,25,1,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
639,Jordan Scarlett,MIA,,25,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
640,Mason Schreck,CIN,,28,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
641,Steven Sims,PIT,,24,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
642,Matthew Slater*,NWE,,36,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
643,Devin Smith,JAX,,29,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
644,Vyncint Smith,NYJ,,25,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
645,Nate Solder,NYG,,33,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
646,Stephen Sullivan,CAR,,25,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
647,Tyrone Swoopes,WAS,,27,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
648,Colin Thompson,CAR,,28,11,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
649,Cody Thompson,SEA,,25,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
650,Noah Togiai,PHI,,24,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
651,Ross Travis,2TM,,28,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
652,Jordan Veasy,HOU,,26,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
653,Kahale Warring,2TM,,24,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
654,Justin Watson,TAM,,25,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
655,Davis Webb,BUF,QB,26,1,0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0
656,Nsimba Webster,CHI,,25,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0
657,David Wells,ARI,,26,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
658,Jordan Wilkins,2TM,,27,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
659,Deon Yelder,TAM,TE,26,5,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
660,Khari Blasingame,TEN,RB,25,11,3,2.0,2.0,0.0,0.0,0.0,6.0,0.0,3.0,4.0,0.0,-1.0,0.0,1.0,1.0
661,Jacob Eason,IND,QB,24,1,0,0.0,0.0,25.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0
662,Feleipe Franks,ATL,QB,24,9,0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,3.0,0.0,0.0,-1.0,1.0,0.0,0.0
663,Racey McMath,TEN,WR,22,9,0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-1.0,0.0,1.0,1.0
664,Malik Taylor,GNB,WR,26,10,0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,-1.0,0.0,1.0,1.0
665,Logan Woodside,TEN,QB,26,5,0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,6.0,0.0,0.0,-1.0,0.0,0.0,0.0
666,Travis Benjamin,SFO,,32,10,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,1.0
667,Trenton Cannon,2TM,RB,27,12,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,-2.0,0.0,1.0,1.0
668,John Wolford,LAR,QB,26,3,0,0.0,0.0,5.0,0.0,4.0,-1.0,0.0,2.0,0.0,0.0,-2.0,1.0,0.0,0.0
669,Josh Rosen,ATL,QB,24,4,0,0.0,0.0,19.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,-3.0,2.0,0.0,0.0
670,Diontae Spencer,DEN,WR,29,15,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,-4.0,0.0,2.0,2.0
